"","gene","pLI"
"17172","LGALS7",0.14567
"17173","OR2F1",2.2802e-05
"17174","PSPN",0.00011172
"17175","KRTAP4-11",2.2612e-05
"17176","KRTAP5-11",0.38177
"17177","C9orf57",0.00011153
"17178","VMAC",0.041351
"17179","OR6C76",0.0023904
"17180","FKBP1C",0.041342
"17181","SELK",0.00011124
"17182","C5orf66",0.00052699
"17183","LNP1",4.4338e-06
"17184","AC106876.2",0.010298
"17185","ANGPTL7",9.168e-17
"17186","ZNF582",0.00052539
"17187","C11orf65",2.0163e-14
"17188","LY86",2.2513e-05
"17189","TUSC5",0.00052419
"17190","GAL",4.3885e-06
"17191","CLDN14",0.00011061
"17192","CCL11",0.010211
"17193","MYL2",2.7303e-08
"17194","PGBD3",0.041167
"17195","RP11-1021N1.1",0.010224
"17196","ARHGAP8",8.5171e-28
"17197","OR5J2",0.0023661
"17198","CCL13",0.040987
"17199","NPY4R",8.2144e-07
"17200","CTD-2370N5.3",0.00051939
"17201","OR6B1",4.3351e-06
"17202","TMEM176B",1.4172e-10
"17203","C1orf115",0.040906
"17204","CCL14",0.00010929
"17205","FAM166B",8.299e-10
"17206","SNN",0.144
"17207","IL33",8.2925e-10
"17208","OR5R1",0.00051866
"17209","CCL26",0.010114
"17210","TTC23",7.3763e-24
"17211","MMACHC",1.1402e-13
"17212","ZNF284",0.00010802
"17213","ZNF30",0.0023338
"17214","TRNP1",0.3788
"17215","C11orf24",0.0023262
"17216","PRRG3",7.9468e-07
"17217","RGS9BP",0.0023224
"17218","OIP5",1.4649e-07
"17219","C1orf122",0.14325
"17220","ZNF714",0.040598
"17221","FAM109A",0.010042
"17222","MYL12A",0.00051197
"17223","NCMAP",0.040542
"17224","B3GALT5",2.1595e-05
"17225","PINX1",4.5977e-09
"17226","FBXO48",0.0001068
"17227","TMEM196",4.2115e-06
"17228","EFCAB9",0.00010712
"17229","G0S2",0.37788
"17230","COX6A1",0.0023136
"17231","C11orf44",0.002313
"17232","C11orf91",0.010029
"17233","RP11-343C2.12",0.0023091
"17234","C17orf89",0.14285
"17235","CALML6",2.6089e-08
"17236","C6orf223",0.00050936
"17237","APOC3",0.010024
"17238","IGIP",0.37789
"17239","BLVRB",4.1869e-06
"17240","SHISA8",0.37777
"17241","TMEM129",2.3074e-11
"17242","HEBP1",4.1767e-06
"17243","AL590708.2",0.37751
"17244","SPATA31A1",0.37761
"17245","PLD6",0.0023012
"17246","AC110615.1",0.14254
"17247","GIPR",1.9703e-29
"17248","C22orf46",0.0023074
"17249","PHGR1",0.14245
"17250","AC002553.1",0.14242
"17251","ZNF43",0.00050468
"17252","ZNF254",0.00050407
"17253","TRIQK",0.0099534
"17254","GEMIN6",0.00010596
"17255","DEFB105A",0.37719
"17256","AC135048.1",0.14211
"17257","FBXO27",2.2725e-11
"17258","ZNF610",0.00010546
"17259","AC023590.1",0.37657
"17260","CSH1",2.1264e-05
"17261","TREML4",7.7513e-10
"17262","TRIM61",0.00010554
"17263","GIMAP6",0.14212
"17264","DDC8",0.37682
"17265","SLC25A52",0.0005017
"17266","CRIP1",0.00049848
"17267","MS4A14",7.7109e-07
"17268","OR2G6",0.00049951
"17269","MMP8",1.0661e-24
"17270","SPDYE2B",0.37648
"17271","PKIA",0.1418
"17272","OR4F17",0.37614
"17273","UQCR10",0.14162
"17274","PGLYRP4",2.9387e-15
"17275","RNF224",0.03998
"17276","PRKRIP1",2.2336e-11
"17277","NPVF",0.00010444
"17278","ATPIF1",0.00010367
"17279","PKD1L2",2.0902e-05
"17280","CNPY4",1.0277e-13
"17281","METTL20",4.2985e-09
"17282","LHB",0.0022475
"17283","TOMM7",0.0097668
"17284","DLEU2L",0.37476
"17285","C4orf46",0.039595
"17286","WFDC9",0.0097671
"17287","SCO2",7.5473e-07
"17288","LY6G6C",0.00049312
"17289","A3GALT2",1.2823e-10
"17290","ST20",0.37485
"17291","RP1-228P16.5",0.039518
"17292","TRIM73",0.00010272
"17293","SNTN",0.00010257
"17294","C1orf194",3.9833e-06
"17295","KRTAP29-1",4.2651e-09
"17296","CLNK",1.7251e-29
"17297","PGAM2",1.3574e-07
"17298","COMMD8",7.3184e-10
"17299","LPAR4",0.0022346
"17300","ZNF443",0.00048827
"17301","C1orf68",1.3581e-07
"17302","LSM3",3.9529e-06
"17303","TYW1B",5.4289e-20
"17304","BPIFA3",5.9419e-13
"17305","RP11-849H4.2",2.4042e-08
"17306","OR2W3",0.00010132
"17307","CDC42EP2",0.039267
"17308","LSMEM2",7.3629e-07
"17309","CTXN3",0.13992
"17310","MPV17L",7.3866e-07
"17311","AL031590.1",0.37335
"17312","AC018867.2",0.37315
"17313","C19orf69",0.039196
"17314","HNRNPCL1",0.37278
"17315","TNFRSF6B",3.874e-06
"17316","TEDDM1",0.0022029
"17317","C8orf22",0.00010013
"17318","LGALS16",0.00010017
"17319","MTNR1A",7.2327e-07
"17320","CLPS",0.0095685
"17321","CYSLTR2",9.9817e-05
"17322","METTL23",1.3147e-07
"17323","MRP63",0.13887
"17324","C22orf39",1.9976e-05
"17325","SPRR4",0.038928
"17326","AURKAIP1",9.9678e-05
"17327","OGFOD2",3.437e-12
"17328","OR4K5",9.9425e-05
"17329","HOGA1",1.5812e-14
"17330","C9orf47",9.9199e-05
"17331","SPINK13",0.00047605
"17332","LAMTOR5",3.8329e-06
"17333","KCTD14",0.002183
"17334","FBXO17",5.6825e-13
"17335","AMH",3.3974e-12
"17336","NDUFA13",3.8049e-06
"17337","NIT2",1.1471e-17
"17338","ACSF3",2.3246e-26
"17339","C22orf26",0.038713
"17340","OR1Q1",0.00047324
"17341","GZMH",1.2818e-07
"17342","SIRT4",6.8625e-10
"17343","ZNF728",0.0004707
"17344","PCP4",0.0021696
"17345","FAM26F",0.009461
"17346","REG3G",1.2831e-07
"17347","C10orf131",3.744e-06
"17348","S100A8",0.13761
"17349","MAGEB16",0.37021
"17350","RP11-1085N6.3",0.37027
"17351","RIPPLY1",0.0094433
"17352","PDHA2",3.9282e-09
"17353","C22orf43",2.9283e-19
"17354","TNFAIP8L2",0.038364
"17355","C19orf35",0.0021505
"17356","RP11-712L6.5",0.36961
"17357","TAS2R3",0.00046636
"17358","RP11-187E13.1",0.13718
"17359","RP11-321F6.1",0.0093616
"17360","C19orf45",1.0898e-17
"17361","BOLA1",0.03816
"17362","CLDND2",3.661e-06
"17363","ORAI1",1.9068e-05
"17364","TCTA",0.00046337
"17365","AC136604.1",0.36879
"17366","REP15",1.9073e-05
"17367","MIOX",1.0702e-17
"17368","OR2H2",1.9104e-05
"17369","LRRC19",3.1947e-12
"17370","SYT15",2.4168e-15
"17371","CCRL2",0.36861
"17372","CXorf28",0.13641
"17373","NRN1L",9.5233e-05
"17374","OR5D18",0.00045902
"17375","ASB13",6.5212e-10
"17376","CYP1A1",1.0635e-17
"17377","CTB-186H2.3",0.36795
"17378","UCN2",0.037947
"17379","RFNG",3.7851e-09
"17380","INSL5",0.13604
"17381","TEX12",0.00045664
"17382","KPRP",3.0815e-12
"17383","CCDC70",0.0092427
"17384","CPO",7.271e-21
"17385","COX16",1.8748e-05
"17386","KRTAP26-1",0.13581
"17387","AC010336.1",3.5917e-06
"17388","CCDC115",1.2061e-07
"17389","AGAP7",0.037798
"17390","BSND",1.0949e-10
"17391","OPN1MW",0.037781
"17392","TNFAIP8L3",1.8707e-05
"17393","KRTAP10-9",1.8729e-05
"17394","OR52L1",1.8725e-05
"17395","UPK3A",1.0773e-10
"17396","IFITM1",0.13569
"17397","FRG2",0.36635
"17398","RP11-571M6.15",1.8659e-05
"17399","RP11-10J21.3",0.13543
"17400","CCL18",0.0091743
"17401","KIR3DL1",8.3578e-14
"17402","FGF3",9.3139e-05
"17403","MRAP",0.002081
"17404","TNP1",0.037552
"17405","TNP2",0.0091467
"17406","NPBWR2",9.2479e-05
"17407","POP7",0.037473
"17408","OR9G1",0.00044763
"17409","ZNF594",9.2635e-05
"17410","MGMT",1.1756e-07
"17411","ZNF556",9.248e-05
"17412","TLDC1",9.7663e-18
"17413","C8orf12",0.037394
"17414","SCN4B",6.4529e-07
"17415","CCDC179",0.009089
"17416","ZBED2",0.00044529
"17417","C20orf85",1.8292e-05
"17418","AL049829.1",0.13466
"17419","MRPL14",9.2387e-05
"17420","FAM86A",2.1924e-15
"17421","KHDC1",6.133e-10
"17422","HINT3",3.4813e-06
"17423","PROKR1",1.1631e-07
"17424","PROSER2",1.1594e-07
"17425","XCL2",0.0090664
"17426","ZNF727",0.0020573
"17427","CYYR1",0.00044425
"17428","ZNF844",0.0020558
"17429","C22orf42",8.1231e-14
"17430","ATP5EP2",0.36391
"17431","KB-1507C5.2",0.3643
"17432","PLA2G2D",1.8079e-05
"17433","FCRL6",2.7809e-23
"17434","HTR5A-AS1",9.1314e-05
"17435","ZCCHC16",3.4473e-06
"17436","HCST",0.0020464
"17437","AC103809.2",0.037079
"17438","C7orf50",3.4242e-06
"17439","MS4A12",3.4953e-09
"17440","PGLYRP1",1.7919e-05
"17441","C5orf28",1.1396e-07
"17442","LYZ",3.4114e-06
"17443","DAND5",0.0020422
"17444","AP5S1",9.0339e-05
"17445","UCP1",1.6903e-11
"17446","FAM109B",3.3928e-06
"17447","ZNF479",9.0123e-05
"17448","ZSCAN5D",6.2931e-07
"17449","APOL3",0.00043634
"17450","RP6-24A23.6",0.36317
"17451","CCDC78",2.969e-31
"17452","SULT1A3",0.36251
"17453","NMBR",1.9761e-08
"17454","ANKRD20A1",3.3618e-06
"17455","LYZL2",1.1221e-07
"17456","C2orf53",6.1868e-07
"17457","AQP12B",0.0020112
"17458","SMPDL3A",6.2788e-21
"17459","ATP5E",0.0088748
"17460","SMIM5",0.13265
"17461","LEMD1",3.3433e-06
"17462","CTD-2014B16.3",0.036562
"17463","ZNF586",0.036539
"17464","GTSF1L",0.0019965
"17465","RETN",0.036545
"17466","CDNF",6.1335e-07
"17467","OR2A5",1.7421e-05
"17468","ADIRF",0.036481
"17469","C12orf23",0.0088522
"17470","GAL3ST3",1.9296e-08
"17471","TMEM155",0.036443
"17472","SFTA2",0.036441
"17473","AC111200.1",0.36087
"17474","B3GNT9",1.7363e-05
"17475","MPV17",9.6582e-11
"17476","TREM2",3.2892e-09
"17477","ECSCR",0.00042521
"17478","TMEM167A",0.00042515
"17479","NAT2",3.2744e-06
"17480","HRK",0.36033
"17481","WFDC10B",0.036238
"17482","CGB1",0.036312
"17483","CAPS",1.7206e-05
"17484","CDCP2",9.4718e-11
"17485","PRM3",0.35959
"17486","PDGFRL",1.1787e-14
"17487","RNASE10",0.0019671
"17488","ENPP7",1.1797e-14
"17489","TPRX1",0.35947
"17490","RNF181",3.239e-09
"17491","B3GNTL1",4.0733e-28
"17492","C17orf100",0.1311
"17493","C3orf52",8.6244e-05
"17494","RDH14",1.7034e-05
"17495","ANKRD66",1.6946e-05
"17496","C8orf4",0.0086883
"17497","AGAP10",0.35899
"17498","RP13-672B3.2",0.00041945
"17499","KRT32",1.3564e-18
"17500","FAM174A",8.5833e-05
"17501","AC006538.4",0.13057
"17502","NAT14",0.0086687
"17503","HIST1H4F",0.13072
"17504","OR5T3",0.0004197
"17505","C9orf169",0.0086287
"17506","OR10A4",1.6786e-05
"17507","TMEM212",1.833e-08
"17508","FAM72C",0.35833
"17509","LAPTM4B",4.2764e-13
"17510","LL22NC03-75H12.2",0.035827
"17511","PAGE3",0.0086303
"17512","KLRK1",6.9812e-14
"17513","TIMM8B",0.0086544
"17514","ZNF665",0.0086277
"17515","SLC31A2",8.5199e-05
"17516","C2CD4D",0.13012
"17517","CER1",1.6674e-05
"17518","PCDHB7",8.0848e-18
"17519","GPR18",5.3465e-10
"17520","POTED",0.00041359
"17521","ZNF737",0.00041409
"17522","TNFRSF10C",3.1588e-06
"17523","AP002956.1",0.35763
"17524","AC064874.1",0.035541
"17525","COX14",0.3573
"17526","PIR",5.3402e-10
"17527","OR4N2",0.00041111
"17528","C10orf67",1.7976e-08
"17529","MCCD1",0.0019319
"17530","INCA1",1.5015e-11
"17531","GYPB",8.3815e-05
"17532","PSG11",4.8498e-17
"17533","PRSS58",3.0681e-09
"17534","ZNF487",0.035261
"17535","AAED1",1.0063e-07
"17536","PPP1R27",8.3279e-05
"17537","G6PC2",2.9565e-16
"17538","OR5M1",0.0019124
"17539","CTXN2",0.035215
"17540","OR1B1",1.615e-05
"17541","OR51T1",1.6162e-05
"17542","S100A11",0.0084662
"17543","RP11-113D6.10",0.035174
"17544","ACP1",1.7531e-08
"17545","OMP",0.00040499
"17546","HIST1H3I",0.0084746
"17547","OR6M1",8.2424e-05
"17548","ZNHIT3",5.5408e-07
"17549","AP001631.10",0.3552
"17550","ACKR4",2.9962e-09
"17551","POU5F2",0.00040316
"17552","RP1-32I10.10",0.12851
"17553","C7orf33",1.6048e-05
"17554","AL035588.1",0.35496
"17555","C3orf14",1.5981e-05
"17556","CCL22",0.0084014
"17557","CBR3",3.0158e-06
"17558","AC005008.2",3.0161e-06
"17559","GAGE2C",0.3546
"17560","TSHB",0.0083588
"17561","C16orf95",8.4064e-11
"17562","SPATC1L",1.7055e-08
"17563","CLRN1",1.7074e-08
"17564","RNASE12",0.0083516
"17565","NUDT8",8.0897e-05
"17566","HIGD1C",0.00039609
"17567","S100A14",0.0018638
"17568","SLC10A5",9.696e-08
"17569","PSMG4",0.0018651
"17570","ZNF587B",3.8024e-13
"17571","C6orf99",0.12728
"17572","KRTAP21-1",0.35324
"17573","OR5K3",8.0434e-05
"17574","LAGE3",0.12721
"17575","FAM154B",8.3284e-11
"17576","POTEB",0.35277
"17577","RP11-315D16.2",0.001858
"17578","KLRC2",4.8735e-10
"17579","CKLF-CMTM1",0.034621
"17580","TMEM258",0.0018504
"17581","GOLGA8A",0.00039454
"17582","PRKCDBP",7.9971e-05
"17583","AL031666.2",0.0018503
"17584","PDE6H",0.0082921
"17585","AC011308.1",0.35252
"17586","RAX2",0.0082874
"17587","SPANXN4",0.35242
"17588","TIMM23B",0.12671
"17589","NIPSNAP3A",2.2722e-12
"17590","STATH",7.9792e-05
"17591","AMTN",8.1348e-11
"17592","C10orf126",0.001847
"17593","BLOC1S5",2.8546e-09
"17594","AC025287.1",0.00039239
"17595","SDSL",1.3641e-11
"17596","OPTC",4.8162e-10
"17597","ZNF93",0.00039048
"17598","OR51Q1",7.9022e-05
"17599","CST11",7.8838e-05
"17600","JMJD8",6.0633e-14
"17601","RDH13",6.0402e-14
"17602","RP11-113D6.6",0.00038877
"17603","C12orf36",0.03436
"17604","C20orf202",0.034298
"17605","KRTAP10-2",0.35103
"17606","HINT1",0.0018235
"17607","GPR39",2.8069e-09
"17608","PRAMEF2",4.7446e-10
"17609","HAMP",0.0081797
"17610","TCEAL2",0.35082
"17611","C19orf40",9.2129e-08
"17612","SFR1",4.7059e-10
"17613","AF165138.7",5.2132e-07
"17614","TBC1D28",1.6133e-08
"17615","SLC22A31",7.91e-11
"17616","HSF2BP",2.5257e-16
"17617","TMEM223",1.5027e-05
"17618","SDHAF2",2.8312e-06
"17619","C17orf102",0.0081248
"17620","AL354993.1",0.033998
"17621","TMIE",7.749e-05
"17622","PABPC1L2A",0.35004
"17623","ZNF547",0.0080575
"17624","KRTAP4-6",0.0003795
"17625","AC131097.4",0.0080869
"17626","COMMD5",1.497e-05
"17627","GINS2",1.5745e-08
"17628","C2orf27A",0.3491
"17629","RSAD2",9.4432e-15
"17630","AC003002.4",0.0080575
"17631","KRTAP5-2",0.0080469
"17632","TMEM45B",1.266e-11
"17633","OR1N2",1.4852e-05
"17634","TAAR2",7.64e-11
"17635","BRI3",0.033766
"17636","C21orf37",0.033685
"17637","OR5T2",0.00037811
"17638","AC106873.4",0.12431
"17639","C1orf185",5.0044e-07
"17640","FCN1",3.9675e-17
"17641","MANBAL",0.033539
"17642","OTOL1",1.4999e-15
"17643","LRRC66",4.5037e-10
"17644","DNAJC24",5.0103e-07
"17645","ZNF616",0.0080095
"17646","CCL1",0.0079669
"17647","CDRT15L2",0.0017737
"17648","CTD-2600O9.1",0.34754
"17649","LINC01098",0.00037385
"17650","PQLC3",4.4278e-10
"17651","RP11-167N24.6",0.34753
"17652","RP11-215A19.2",0.1238
"17653","AC068987.1",0.12376
"17654","MRPL20",2.7079e-06
"17655","C20ORF135",0.12342
"17656","OR10Q1",7.5216e-05
"17657","PLA2G2F",2.7094e-06
"17658","C7orf71",0.00037182
"17659","C14orf182",7.519e-05
"17660","TRIM49",4.9111e-07
"17661","OR4K17",0.0017626
"17662","S100A3",0.0079273
"17663","RP4-576H24.4",0.0017506
"17664","CCL5",0.0017516
"17665","CFHR2",1.5063e-08
"17666","RP11-126K1.2",0.12305
"17667","C12orf68",0.0017497
"17668","C8orf59",0.007898
"17669","CRYGA",4.3304e-10
"17670","TMEM114",0.033213
"17671","CITED4",0.34638
"17672","GPR78",2.6834e-06
"17673","S100P",0.033257
"17674","SSX7",2.6848e-06
"17675","AP000708.1",0.1227
"17676","OR12D3",0.0078534
"17677","IL18BP",1.484e-08
"17678","TSPAN19",1.9829e-12
"17679","RP11-17M16.1",0.34567
"17680","ASCL2",0.34557
"17681","CEA",4.8616e-07
"17682","CACNG1",1.4908e-08
"17683","FAM69C",4.8312e-07
"17684","PTER",3.2773e-13
"17685","COMMD2",2.5421e-09
"17686","FAM187B",2.512e-09
"17687","ZNF559",1.4172e-05
"17688","C19orf84",0.34514
"17689","OR1G1",0.00036576
"17690","C16orf98",0.34493
"17691","C1orf162",1.4202e-05
"17692","SMIM1",0.032962
"17693","MAGEE2",1.9687e-12
"17694","GAGE12H",0.34494
"17695","WBP5",0.12214
"17696","FAM72A",0.032815
"17697","GPR111",2.5133e-24
"17698","VCX",0.34444
"17699","LSMEM1",0.00036247
"17700","STARD4",6.9854e-11
"17701","TXNL4A",7.2309e-05
"17702","AC017028.1",0.0077214
"17703","P2RY11",0.0077062
"17704","PET100",0.00035883
"17705","CHST6",2.4495e-09
"17706","RP11-386G21.2",0.34302
"17707","AL035406.1",0.34347
"17708","ZFP41",0.00035717
"17709","ZFP41",0.00035717
"17710","MS4A10",1.136e-11
"17711","RP11-1396O13.13",0.0003577
"17712","CRYGB",8.1381e-08
"17713","C21orf54",0.00035513
"17714","C14orf142",0.007687
"17715","NACA2",0.032413
"17716","C1orf234",0.0076505
"17717","CTD-2583A14.10",0.0076389
"17718","OR5AS1",0.0016835
"17719","AKR1CL1",1.3656e-05
"17720","GJB5",1.3704e-05
"17721","C11orf83",0.032331
"17722","HIST1H2AE",0.032343
"17723","CCL3L1",0.12057
"17724","MT1G",0.032173
"17725","MUSTN1",7.0616e-05
"17726","C9orf153",0.0076085
"17727","EIF5AL1",0.34147
"17728","CLLU1",0.0016736
"17729","TMEM218",0.0016754
"17730","TP53TG3D",0.0075995
"17731","CLDN4",6.9789e-05
"17732","NBPF12",1.2675e-15
"17733","ZNF519",0.0075723
"17734","CIB3",2.3448e-09
"17735","C19orf82",0.0016695
"17736","PET117",0.032067
"17737","C7orf69",0.0016636
"17738","UBE2Q2L",0.34005
"17739","C1orf233",0.11948
"17740","GAGE10",0.0016612
"17741","CYB5D1",3.9032e-10
"17742","SULT2A1",1.2523e-15
"17743","AL162407.1",0.33991
"17744","SLC34A1",8.9128e-27
"17745","BTN2A1",3.3959e-21
"17746","ZNF670",0.00034522
"17747","EIF4EBP3",0.00034389
"17748","CFHR5",2.1117e-32
"17749","PRSS48",1.0574e-11
"17750","TCTE3",2.278e-09
"17751","C22orf23",4.6831e-14
"17752","RP11-770J1.5",0.11927
"17753","LCN1",1.3298e-08
"17754","OR1J1",6.8342e-05
"17755","RP11-219B4.6",0.11869
"17756","PSMB11",2.4272e-06
"17757","CTRB1",2.4233e-06
"17758","SIGLECL1",7.6919e-08
"17759","APCS",0.031714
"17760","AC013468.1",0.33869
"17761","CELA2A",1.9736e-16
"17762","OR2A4",0.11869
"17763","FAM174B",0.0016376
"17764","ASCL4",0.0016311
"17765","ZNF28",0.0074328
"17766","ZNF576",0.0016326
"17767","KCNE1L",0.11854
"17768","HRASLS2",6.7817e-05
"17769","CD3EAP",0.031626
"17770","C15orf56",0.031586
"17771","ZNF530",0.007439
"17772","AC007956.1",0.0074157
"17773","PNRC2",0.33763
"17774","MNDA",3.0917e-17
"17775","C1orf204",1.2953e-08
"17776","SMIM9",0.0073927
"17777","C16orf91",1.6879e-12
"17778","CTD-2210P24.4",0.11792
"17779","TRIM40",6.1659e-11
"17780","RP11-463J10.2",0.031374
"17781","ID4",0.031243
"17782","MT1E",0.031344
"17783","PGBD4",0.33709
"17784","AL136218.1",0.00033675
"17785","AL138815.1",0.11764
"17786","AL929472.1",0.33693
"17787","HIST1H2BJ",0.031259
"17788","OR5M11",0.00033488
"17789","RNASE9",0.33655
"17790","CDKN2B",0.0073369
"17791","OR51B6",6.6815e-05
"17792","OR13F1",1.2757e-05
"17793","LYG2",2.1715e-09
"17794","VCX3B",0.33685
"17795","CARD17",6.6679e-05
"17796","MR1",4.9023e-18
"17797","RP11-77K12.1",1.2828e-05
"17798","C2orf66",0.0073036
"17799","MMP23B",0.11732
"17800","C10orf10",0.33608
"17801","CLDN17",0.00033411
"17802","TAF9",4.2231e-07
"17803","APOL2",0.0073139
"17804","SSNA1",0.00033383
"17805","PCBD1",0.00033216
"17806","C1orf63",4.3086e-14
"17807","C10orf91",0.031044
"17808","ARL17B",0.33578
"17809","NDUFA7",6.6032e-05
"17810","CCL4L1",0.33576
"17811","DGCR6",9.8176e-12
"17812","HHLA3",0.0072792
"17813","MAGIX",6.6022e-05
"17814","AC112205.1",0.33575
"17815","ACYP2",6.5331e-05
"17816","PSG6",4.8204e-22
"17817","OR51F2",4.1263e-07
"17818","RNASE7",0.11606
"17819","C5orf64",0.0071986
"17820","COX8A",0.11606
"17821","MEIG1",0.00032669
"17822","CHAC2",2.2869e-06
"17823","TREML1",1.5671e-12
"17824","MC5R",6.513e-05
"17825","DDTL",0.33439
"17826","OR4S1",0.0015718
"17827","C8orf33",2.0873e-09
"17828","OR2T33",0.11612
"17829","ANXA8L1",0.33439
"17830","ECI1",1.5853e-12
"17831","RP11-830F9.6",0.33439
"17832","AC003006.7",0.0071661
"17833","PHPT1",6.427e-05
"17834","AAMDC",2.2702e-06
"17835","ATP2C2",5.0246e-60
"17836","C17orf64",1.558e-12
"17837","LCE2A",0.0071716
"17838","SCP2D1",0.0071644
"17839","OR1L1",0.33258
"17840","C14orf177",0.030533
"17841","IFITM3",0.030466
"17842","AMY1A",0.00032325
"17843","PSG3",2.9137e-25
"17844","AC011500.1",0.0015552
"17845","SCGB3A1",0.030493
"17846","SPINK8",6.3692e-05
"17847","AC009802.1",0.3319
"17848","OR4F5",0.030354
"17849","CCL24",0.0070888
"17850","MTMR8",7.0105e-19
"17851","ZNF730",6.3597e-05
"17852","CRYGN",3.9735e-07
"17853","GDPGP1",1.1916e-08
"17854","CGB2",0.030408
"17855","RP1-127H14.3",0.0015489
"17856","AC015987.2",0.11503
"17857","AC015989.1",0.33245
"17858","CLEC2A",2.191e-06
"17859","DEFB104B",0.33176
"17860","DKFZP779J2370",0.030253
"17861","RP11-368I7.4",0.0003184
"17862","S100G",0.11469
"17863","RPAIN",5.5657e-11
"17864","VCPKMT",5.5498e-11
"17865","UBD",0.0070467
"17866","RP11-80A15.1",0.11481
"17867","RP11-9B6.1",0.33142
"17868","ZNF92",6.2887e-05
"17869","GPR148",6.2587e-05
"17870","PRAMEF7",0.33075
"17871","OR10R2",0.0003148
"17872","IGFALS",5.4379e-11
"17873","DYNLRB2",6.1715e-05
"17874","UBL4B",0.030024
"17875","ZNF736",0.00031345
"17876","LCE1B",0.03004
"17877","TRIM65",2.7066e-21
"17878","FAM86B1",3.8216e-07
"17879","AC096644.1",0.11357
"17880","KRTAP2-3",0.0069368
"17881","FAM72D",0.029905
"17882","PRAMEF15",0.32928
"17883","C1orf200",0.029774
"17884","LRP5L",5.3205e-11
"17885","DDT",0.32959
"17886","AC006486.1",0.11351
"17887","GAGE13",0.32958
"17888","DEFB124",0.1133
"17889","RNF183",0.001513
"17890","VMO1",2.1183e-06
"17891","MMP28",6.0903e-05
"17892","ID1",0.00031026
"17893","HSPB3",6.0944e-05
"17894","UPK3BL",0.11302
"17895","LCE5A",0.029651
"17896","TMEM61",6.0832e-05
"17897","SLC22A16",6.3118e-27
"17898","CHURC1",2.0933e-06
"17899","OR4F6",1.1444e-05
"17900","MC2R",0.00030712
"17901","HIST1H2AI",0.029517
"17902","RP11-10A14.4",0.029508
"17903","C1orf145",0.029398
"17904","CXorf66",0.029379
"17905","PEX12",9.4838e-16
"17906","POM121L2",0.32747
"17907","TIMM10",0.0014821
"17908","C11orf1",1.8467e-09
"17909","ZNF695",0.00030547
"17910","TRAPPC2P1",0.029497
"17911","OR10X1",0.00030581
"17912","AC003101.1",0.00030547
"17913","CXCL3",0.00030234
"17914","RP11-664D7.4",0.0014724
"17915","PMAIP1",0.11182
"17916","OR56B3P",1.1268e-05
"17917","TMEM221",0.0067947
"17918","C1orf134",0.32626
"17919","CXorf31",0.11186
"17920","DEFB107A",0.32633
"17921","ULBP2",1.8392e-09
"17922","CTC-236F12.4",0.0067819
"17923","VTCN1",1.3669e-12
"17924","GNG5P2",0.32594
"17925","RP11-45H22.3",0.11161
"17926","RP11-738G5.2",0.029157
"17927","ZG16B",0.00029994
"17928","ZNF550",3.6166e-07
"17929","OR5AN1",5.9253e-05
"17930","OR6P1",5.8864e-05
"17931","CLDN24",2.0392e-06
"17932","FBXL22",0.0014582
"17933","HLA-DRB5",3.6359e-07
"17934","RPS17",0.32566
"17935","SVIP",0.00030038
"17936","ZNF417",0.0067514
"17937","PSG9",3.8689e-22
"17938","FAM150A",5.9081e-05
"17939","VSTM5",6.2537e-08
"17940","C9orf129",0.00029845
"17941","C21orf90",0.028961
"17942","HLA-DOA",2.9776e-10
"17943","TPSD1",8.0398e-12
"17944","AC012313.1",0.028998
"17945","IL1F10",2.023e-06
"17946","ZNF114",0.0067173
"17947","FOXI2",0.00029852
"17948","KRT6C",3.8079e-22
"17949","HBA1",0.0067313
"17950","NMNAT3",6.2389e-08
"17951","AC104667.3",0.0067205
"17952","IQCD",1.7712e-09
"17953","ARGFX",0.00029585
"17954","TLR1",5.8704e-23
"17955","AC018816.3",5.7938e-05
"17956","NXPE1",1.3061e-12
"17957","RFPL2",3.5388e-07
"17958","SSX5",1.0514e-08
"17959","MFSD3",7.8565e-12
"17960","MAGED4",0.32367
"17961","HCRT",0.028774
"17962","OR10G7",0.00029385
"17963","RP11-131H24.4",0.028802
"17964","FAM154A",2.3001e-21
"17965","OR10A3",3.5206e-07
"17966","BHLHA15",0.0065801
"17967","AL359736.1",0.3229
"17968","HIST1H3F",0.0065896
"17969","ULBP3",4.7366e-11
"17970","C1orf61",1.0714e-05
"17971","CYTL1",1.0733e-05
"17972","OR5K2",0.00029208
"17973","NPIPA1",0.32248
"17974","PATE4",0.0014234
"17975","POU5F1B",0.00029118
"17976","MAGEB18",5.6883e-05
"17977","TMEM262",0.0002911
"17978","RCVRN",1.7064e-09
"17979","COX8C",0.10931
"17980","CARD18",0.001415
"17981","KRTAP4-4",0.32211
"17982","CSTB",0.0065562
"17983","CYS1",0.10934
"17984","FAM47E-STBD1",7.6594e-12
